idx,s,x,y,z
141,2.820000000000002,-1.328097850506401,-1.3394260368090436,2.2575690392184082
142,2.840000000000002,-1.3253420560883171,-1.3381368737491914,2.237801814417995
143,2.860000000000002,-1.3225862616702333,-1.3368477106893393,2.2180345896175817
144,2.880000000000002,-1.3184069049226097,-1.3348613832047074,2.1986316424490546
145,2.900000000000002,-1.3130895948418368,-1.3323177632401688,2.1795198879714235
146,2.920000000000002,-1.307772284761064,-1.32977414327563,2.1604081334937923
147,2.940000000000002,-1.3024549746802911,-1.3272305233110913,2.141296379016161
148,2.960000000000002,-1.297137664599518,-1.3246869033465525,2.12218462453853
149,2.980000000000002,-1.2918203545187452,-1.3221432833820137,2.103072870060899
150,3.000000000000002,-1.2801444171152352,-1.3155684452378327,2.0894139713281326
151,3.0200000000000022,-1.2659760110952418,-1.3074134413929466,2.0778924948917927
152,3.0400000000000023,-1.2628597516046212,-1.3055104770218227,2.094561368132223
153,3.0600000000000023,-1.2610016001283697,-1.304319206161746,2.11443925645058
154,3.0800000000000023,-1.259143448652118,-1.3031279353016687,2.1343171447689366
155,3.1000000000000023,-1.2572852971758663,-1.3019366644415917,2.1541950330872934
156,3.1200000000000023,-1.2554271456996147,-1.3007453935815148,2.1740729214056507
157,3.1400000000000023,-1.2535689942233632,-1.2995541227214378,2.1939508097240075
158,3.1600000000000024,-1.2517108427471115,-1.2983628518613606,2.2138286980423643
159,3.1800000000000024,-1.2498526912708599,-1.2971715810012836,2.233706586360721
160,3.2000000000000024,-1.2479945397946082,-1.2959803101412066,2.2535844746790783
161,3.2200000000000024,-1.2461363883183567,-1.2947890392811294,2.273462362997435
162,3.2400000000000024,-1.244278236842105,-1.2935977684210527,2.2933402513157914
163,3.2600000000000025,-1.2424200853658536,-1.2924064975609755,2.3132181396341487
164,3.2800000000000025,-1.2402855072573178,-1.290947743436754,2.3159006378646896
165,3.3000000000000025,-1.237790134406507,-1.289139867541766,2.2961395448833444
166,3.3200000000000025,-1.235294761555696,-1.2873319916467778,2.2763784519019987
167,3.3400000000000025,-1.2327993887048851,-1.28552411575179,2.256617358920654
168,3.3600000000000025,-1.230304015854074,-1.2837162398568018,2.2368562659393083
169,3.3800000000000026,-1.227808643003263,-1.2819083639618136,2.217095172957963
170,3.4000000000000026,-1.225313270152452,-1.2801004880668256,2.197334079976618
171,3.4200000000000026,-1.222817897301641,-1.2782926121718374,2.1775729869952727
172,3.4400000000000026,-1.2193684771371467,-1.275911764206942,2.166235550780847
173,3.4600000000000026,-1.212563947494633,-1.2715159385833759,2.1845216880023703
174,3.4800000000000026,-1.2057594178521196,-1.2671201129598102,2.2028078252238936
175,3.5000000000000027,-1.1989548882096062,-1.262724287336244,2.221093962445417
176,3.5200000000000027,-1.1876768408801681,-1.2605611343761045,2.2373017955166743
177,3.5400000000000027,-1.1755697358960746,-1.2588117529692469,2.2531244654825047
178,3.5600000000000027,-1.1634626309119813,-1.2570623715623894,2.268947135448335
179,3.5800000000000027,-1.151355525927888,-1.2553129901555318,2.2847698054141645
180,3.6000000000000028,-1.1392484209437947,-1.2535636087486743,2.300592475379995
181,3.6200000000000028,-1.1271413159597015,-1.2518142273418167,2.3164151453458253
182,3.640000000000003,-1.1150342109756082,-1.2500648459349593,2.332237815311655
183,3.660000000000003,-1.1029271059915149,-1.2483154645281016,2.348060485277485
184,3.680000000000003,-1.100460456049955,-1.2458458521714846,2.3536853051120623
185,3.700000000000003,-1.1153839273802593,-1.2420770372871024,2.3409145357641425
186,3.720000000000003,-1.1303073987105638,-1.2383082224027206,2.328143766416223
187,3.740000000000003,-1.1452308700408682,-1.2345394075183385,2.3153729970683026
188,3.760000000000003,-1.1515256563625669,-1.2304759713786184,2.3156901164448622
189,3.780000000000003,-1.1457543561168961,-1.2260005459765777,2.3343089351158293
190,3.800000000000003,-1.1399830558712256,-1.221525120574537,2.3529277537867967
191,3.820000000000003,-1.1344847451752724,-1.2172352118923477,2.3677441719756955
192,3.840000000000003,-1.1314570584945969,-1.2146242761370527,2.348147910424925
193,3.860000000000003,-1.1284293718139211,-1.2120133403817577,2.3285516488741544
194,3.880000000000003,-1.1254016851332456,-1.2094024046264624,2.3089553873233832
195,3.900000000000003,-1.12237399845257,-1.2067914688711672,2.289359125772613
196,3.920000000000003,-1.1193463117718943,-1.2041805331158724,2.269762864221842
197,3.940000000000003,-1.1154205401063932,-1.2008211302805878,2.266009779597374
198,3.960000000000003,-1.1102164691174052,-1.196396388442682,2.2848072583260097
199,3.980000000000003,-1.1050123981284172,-1.1919716466047765,2.3036047370546453
200,4.000000000000003,-1.0999473681639382,-1.1876653012942517,2.320202088440551
201,4.020000000000002,-1.0971740843167108,-1.1853104288161398,2.300535802436237
202,4.040000000000002,-1.0944008004694834,-1.1829555563380278,2.2808695164319235
203,4.060000000000001,-1.091627516622256,-1.1806006838599161,2.2612032304276095
204,4.080000000000001,-1.0888542327750286,-1.1782458113818042,2.241536944423296
205,4.1000000000000005,-1.0860809489278012,-1.1758909389036922,2.221870658418982
206,4.12,-1.0833076650805735,-1.1735360664255805,2.202204372414668
207,4.14,-1.072701202153501,-1.164852622811152,2.2052357046369138
208,4.159999999999999,-1.0570790878026712,-1.1568509509504414,2.2118530664743155
209,4.179999999999999,-1.0373633150033958,-1.153491141038697,2.21194969467074
210,4.199999999999998,-1.0176475422041205,-1.150131331126952,2.2120463228671645
211,4.219999999999998,-0.997931769404845,-1.1467715212152076,2.212142951063589
212,4.2399999999999975,-0.9782159966055695,-1.1434117113034628,2.2122395792600136
213,4.259999999999997,-0.9957478834942967,-1.1383178988877662,2.2121019321676374
214,4.279999999999997,-1.0150655502423176,-1.1331409524772504,2.2119530531187896
215,4.299999999999996,-1.0322488744558842,-1.127968118893803,2.21021935887515
216,4.319999999999996,-1.0267918164858714,-1.1228389127858782,2.1916744822082537
217,4.339999999999995,-1.0213347585158585,-1.1177097066779533,2.1731296055413574
218,4.359999999999995,-1.0165672101642451,-1.1131867345098798,2.161932851816078
219,4.379999999999995,-1.0147097847622328,-1.1112224145405722,2.1817493582952374
220,4.399999999999994,-1.0128523593602208,-1.109258094571265,2.2015658647743974
221,4.419999999999994,-1.0109949339582087,-1.1072937746019575,2.221382371253557
222,4.439999999999993,-1.0091375085561964,-1.10532945463265,2.241198877732717
223,4.459999999999993,-1.0072800831541842,-1.1033651346633424,2.261015384211877
224,4.479999999999992,-1.0054226577521719,-1.101400814694035,2.2808318906910365
225,4.499999999999992,-1.0035652323501598,-1.0994364947247275,2.3006483971701965
226,4.519999999999992,-1.0015429614632791,-1.0972575657637542,2.295428873219779
227,4.539999999999991,-0.9994249931738506,-1.0949540502963182,2.2756752351919167
228,4.559999999999991,-0.9973070248844218,-1.092650534828882,2.255921597164054
229,4.57999999999999,-0.995189056594993,-1.0903470193614457,2.2361679591361914
230,4.59999999999999,-0.9930710883055645,-1.0880435038940097,2.2164143211083287
231,4.6199999999999894,-0.9909531200161357,-1.0857399884265735,2.196660683080466
232,4.639999999999989,-0.989059212802624,-1.0836885667749097,2.184328779596812
233,4.659999999999989,-0.9881400731697912,-1.082733867871267,2.204284796701271
234,4.679999999999988,-0.9872209335369584,-1.0817791689676244,2.2242408138057304
235,4.699999999999988,-0.9863017939041255,-1.0808244700639815,2.244196830910189
236,4.719999999999987,-0.9853826542712927,-1.0798697711603389,2.264152848014648
237,4.739999999999987,-0.9844635146384599,-1.078915072256696,2.284108865119107
238,4.7599999999999865,-0.983544375005627,-1.0779603733530534,2.3040648822235656
239,4.779999999999986,-0.9826252353727943,-1.0770056744494108,2.324020899328025
240,4.799999999999986,-0.9817060957399615,-1.0760509755457681,2.343976916432484
241,4.819999999999985,-0.9807869561071285,-1.0750962766421253,2.363932933536943
242,4.839999999999985,-0.9798678164742959,-1.0741415777384826,2.383888950641402
243,4.859999999999984,-0.978948676841463,-1.0731868788348398,2.4038449677458607
244,4.879999999999984,-0.9780295372086302,-1.0722321799311971,2.42380098485032
245,4.8999999999999835,-0.9771103975757973,-1.0712774810275545,2.4437570019547787
246,4.919999999999983,-0.9761912579429645,-1.0703227821239119,2.4637130190592376
247,4.939999999999983,-0.9752721183101316,-1.069368083220269,2.483669036163697
248,4.959999999999982,-0.9740982979769199,-1.068050891234343,2.478301746490827
249,4.979999999999982,-0.9727783388597003,-1.0665256964504928,2.4584036452802653
250,4.999999999999981,-0.9714583797424807,-1.0650005016666424,2.438505544069704
251,5.019999999999981,-0.9701384206252613,-1.0634753068827922,2.418607442859143
252,5.0399999999999805,-0.9688184615080417,-1.061950112098942,2.3987093416485816
253,5.05999999999998,-0.9674985023908222,-1.0604249173150917,2.3788112404380204
254,5.07999999999998,-0.9661785432736028,-1.0588997225312415,2.3589131392274587
255,5.099999999999979,-0.9648585841563831,-1.0573745277473914,2.3390150380168975
256,5.119999999999979,-0.9635386250391637,-1.055849332963541,2.3191169368063362
257,5.139999999999978,-0.9622186659219442,-1.0543241381796908,2.2992188355957746
258,5.159999999999978,-0.9450439203815778,-1.0509805738759859,2.30208444322007
259,5.1799999999999775,-0.9261124239989704,-1.047435529583825,2.307472327941065
260,5.199999999999977,-0.9071809276163629,-1.0438904852916637,2.31286021266206
261,5.219999999999977,-0.8882494312337557,-1.0403454409995028,2.3182480973830555
262,5.239999999999976,-0.8885487691592239,-1.037686089733955,2.3327269422878496
263,5.259999999999976,-0.8966211824980335,-1.035384734308767,2.3508803401504776
264,5.279999999999975,-0.9046935958368431,-1.033083378883579,2.3690337380131057
265,5.299999999999975,-0.9127660091756526,-1.0307820234583909,2.3871871358757337
266,5.3199999999999745,-0.9208384225144624,-1.0284806680332028,2.4053405337383618
267,5.339999999999974,-0.9289108358532719,-1.0261793126080148,2.4234939316009902
268,5.359999999999974,-0.9344018403102992,-1.0237940867982576,2.4317833391882364
269,5.379999999999973,-0.9325572007032945,-1.021170524747755,2.4120420375678377
270,5.399999999999973,-0.9307125610962899,-1.0185469626972523,2.3923007359474386
271,5.419999999999972,-0.9288679214892852,-1.0159234006467497,2.3725594343270404
272,5.439999999999972,-0.9270232818822808,-1.013299838596247,2.3528181327066418
273,5.4599999999999715,-0.925178642275276,-1.0106762765457442,2.3330768310862435
274,5.479999999999971,-0.9235419707459827,-1.0085529867696326,2.3132623338059473
275,5.499999999999971,-0.9220432527585918,-1.0067615475973601,2.293399282917588
276,5.51999999999997,-0.9205445347712007,-1.004970108425088,2.273536232029229
277,5.53999999999997,-0.9190458167838097,-1.0031786692528155,2.2536731811408703
278,5.559999999999969,-0.9175470987964187,-1.0013872300805433,2.2338101302525115
279,5.579999999999969,-0.9160483808090277,-0.9995957909082709,2.2139470793641527
280,5.599999999999969,-0.9145496628216367,-0.9978043517359987,2.194084028475794
281,5.619999999999968,-0.9130509448342456,-0.9960129125637265,2.1742209775874346
282,5.639999999999968,-0.9116116552912111,-0.9942440527876075,2.166816303095891
283,5.659999999999967,-0.9103025319580129,-0.99252464869638,2.1866992289083753
284,5.679999999999967,-0.9089934086248148,-0.9908052446051525,2.2065821547208593
285,5.699999999999966,-0.9076842852916165,-0.989085840513925,2.2264650805333432
286,5.719999999999966,-0.9063751619584183,-0.9873664364226974,2.246348006345827
287,5.739999999999966,-0.9050660386252201,-0.9856470323314699,2.2662309321583116
288,5.759999999999965,-0.903756915292022,-0.9839276282402425,2.286113857970795
289,5.779999999999965,-0.9024477919588236,-0.982208224149015,2.3059967837832795
290,5.799999999999964,-0.9011386686256255,-0.9804888200577874,2.3258797095957635
291,5.819999999999964,-0.8877919950734228,-0.9773656421952843,2.3290956636885856
292,5.839999999999963,-0.8687257538481521,-0.9735754698915193,2.32439240906191
293,5.859999999999963,-0.8496595126228814,-0.9697852975877543,2.319689154435235
294,5.879999999999963,-0.8305932713976106,-0.9659951252839892,2.31498589980856
295,5.899999999999962,-0.8371429769154451,-0.9619432552942729,2.3039704015287827
296,5.919999999999962,-0.8517641985296909,-0.9578089250657946,2.2909659322083704
297,5.939999999999961,-0.8663854201439365,-0.9536745948373164,2.2779614628879576
298,5.959999999999961,-0.8778055160124935,-0.9491655070976693,2.2640314195955553
299,5.9799999999999605,-0.8735131438558319,-0.9428169522832347,2.24555827097233
300,5.99999999999996,-0.8692207716991704,-0.9364683974688,2.2270851223491044
301,6.01999999999996,-0.8641566549538221,-0.9339823769207058,2.207982018932677
302,6.039999999999959,-0.8589349738818873,-0.932284956149681,2.188750299904004
303,6.059999999999959,-0.8537132928099527,-0.9305875353786563,2.169518580875331
304,6.079999999999958,-0.8484916117380179,-0.9288901146076315,2.1502868618466584
305,6.099999999999958,-0.8432699306660831,-0.9271926938366066,2.1310551428179854
306,6.1199999999999575,-0.8380482495941484,-0.9254952730655819,2.1118234237893123
307,6.139999999999957,-0.8328265685222137,-0.9237978522945571,2.0925917047606397
308,6.159999999999957,-0.8276048874502789,-0.9221004315235323,2.073359985731967
309,6.179999999999956,-0.8221795425496159,-0.9202828566483817,2.0542138390777103
310,6.199999999999956,-0.8145231474461968,-0.9171490449134725,2.036005101213633
311,6.219999999999955,-0.8068667523427778,-0.9140152331785634,2.0177963633495555
312,6.239999999999955,-0.799210357239359,-0.9108814214436542,1.9995876254854783
313,6.2599999999999545,-0.7915539621359399,-0.907747609708745,1.9813788876214011
314,6.279999999999954,-0.7877831656824688,-0.9053423554968943,1.976255799339298
315,6.299999999999954,-0.7913681958646676,-0.9043163335003428,1.995905153713211
316,6.319999999999953,-0.7949532260468664,-0.9032903115037911,2.0155545080871247
317,6.339999999999953,-0.7985382562290653,-0.9022642895072396,2.035203862461038
318,6.359999999999952,-0.8021232864112641,-0.901238267510688,2.0548532168349514
319,6.379999999999952,-0.8057083165934629,-0.9002122455141366,2.0745025712088645
320,6.3999999999999515,-0.8092933467756617,-0.8991862235175849,2.0941519255827776
321,6.419999999999951,-0.8128783769578605,-0.8981602015210333,2.113801279956691
322,6.439999999999951,-0.8164634071400593,-0.8971341795244818,2.1334506343306043
323,6.45999999999995,-0.8200484373222581,-0.8961081575279302,2.1530999887045175
324,6.47999999999995,-0.823633467504457,-0.8950821355313786,2.172749343078431
325,6.499999999999949,-0.8272184976866558,-0.8940561135348271,2.192398697452344
326,6.519999999999949,-0.8308035278688546,-0.8930300915382755,2.2120480518262573
327,6.5399999999999485,-0.8343885580510534,-0.8920040695417238,2.2316974062001704
328,6.559999999999948,-0.8379735882332522,-0.8909780475451723,2.251346760574084
329,6.579999999999948,-0.8350054208362876,-0.8852859113623394,2.2375583220716866
330,6.599999999999947,-0.831102793821065,-0.8789284060633478,2.219001788789738
331,6.619999999999947,-0.8242691866562069,-0.8749346825312256,2.219952591815336
332,6.639999999999946,-0.8149373104983524,-0.8729557671495835,2.2375307928255848
333,6.659999999999946,-0.8056054343404979,-0.8709768517679413,2.2551089938358335
334,6.6799999999999455,-0.7962735581826432,-0.868997936386299,2.272687194846082
335,6.699999999999945,-0.7869416820247888,-0.8670190210046569,2.2902653958563306
336,6.719999999999945,-0.7776098058669341,-0.8650401056230146,2.30784359686658
337,6.739999999999944,-0.7682779297090796,-0.8630611902413724,2.3254217978768286
338,6.759999999999944,-0.7599362558717102,-0.8609704639070805,2.3426493348044213
339,6.779999999999943,-0.7775486605454446,-0.8559490736231732,2.350685656013775
340,6.799999999999943,-0.795161065219179,-0.850927683339266,2.358721977223129
341,6.8199999999999426,-0.8112376747049204,-0.8460709741819897,2.364543939668367
342,6.839999999999942,-0.8096045256437121,-0.84311325716421,2.3448314041835325
343,6.859999999999942,-0.8079713765825038,-0.8401555401464303,2.325118868698698
344,6.879999999999941,-0.8063382275212958,-0.8371978231286505,2.3054063332138632
345,6.899999999999941,-0.8047050784600875,-0.8342401061108708,2.285693797729029
346,6.91999999999994,-0.8031143642401204,-0.8313622043609928,2.268360717665452
347,6.93999999999994,-0.8021878736509044,-0.8297336341859392,2.288272752061977
348,6.95999999999994,-0.8012613830616884,-0.8281050640108855,2.3081847864585017
349,6.979999999999939,-0.8003348924724725,-0.8264764938358318,2.328096820855026
350,6.999999999999939,-0.7994084018832565,-0.824847923660778,2.3480088552515515
351,7.019999999999938,-0.7984819112940406,-0.8232193534857244,2.367920889648076
352,7.039999999999938,-0.7975554207048245,-0.8215907833106706,2.387832924044601
353,7.059999999999937,-0.7966289301156085,-0.8199622131356169,2.4077449584411257
354,7.079999999999937,-0.7957024395263925,-0.8183336429605632,2.4276569928376506
355,7.099999999999937,-0.7947759489371766,-0.8167050727855095,2.447569027234175
356,7.119999999999936,-0.7892619262727966,-0.8154277543652647,2.430697006425285
357,7.139999999999936,-0.7834698345008054,-0.8141717267524531,2.4115953533789085
358,7.159999999999935,-0.7776777427288144,-0.8129156991396417,2.392493700332533
359,7.179999999999935,-0.7718856509568232,-0.8116596715268302,2.3733920472861563
360,7.1999999999999345,-0.766093559184832,-0.8104036439140186,2.35429039423978
361,7.219999999999934,-0.7603014674128408,-0.8091476163012071,2.335188741193404
362,7.239999999999934,-0.7545093756408497,-0.8078915886883956,2.316087088147027
