label,delta_vs_windowed,delta_vs_shuffled,pass_deltas,p_value,pass_nulls,tie_rate,pass_orbits
C16_080,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_081,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_082,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_083,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_084,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_085,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_086,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_087,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_088,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_089,-0.07999999999999996,-0.07999999999999996,False,,,,
C16_090,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_091,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_092,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_093,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_094,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_095,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_096,-0.08000000000000007,-0.08000000000000007,False,,,,
C16_097,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_098,-0.07999999999999999,-0.07999999999999999,False,,,,
C16_099,-0.07999999999999999,-0.07999999999999999,False,,,,
