label,category,delta_vs_shuffled_fixed,delta_vs_shuffled_r1,delta_vs_shuffled_r2,delta_vs_shuffled_r3,delta_vs_shuffled_r4,delta_vs_fixed_r1,delta_vs_fixed_r2,delta_vs_fixed_r3,delta_vs_fixed_r4,anchor_score_fixed,anchor_score_r1,anchor_score_r2,anchor_score_r3,anchor_score_r4,anchor_delta_fixed_r1,anchor_delta_fixed_r2,anchor_delta_fixed_r3,anchor_delta_fixed_r4
CORRIDOR_SHIFT+2_031,SHIFT+2,0.0,0.025000000000000022,0.025000000000000022,0.06666666666666665,0.08750000000000002,0.025000000000000022,0.025000000000000022,0.06666666666666665,0.08750000000000002,0.0,0.16666666666666666,0.16666666666666666,0.4444444444444445,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.4444444444444445,0.5833333333333334
CORRIDOR_EAST_SHIFT-2_040,EAST,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.11666666666666671,0.125,0.0,0.0,0.01666666666666672,0.025000000000000022,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
CORRIDOR_SHIFT+1_027,SHIFT+1,0.0,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.0,0.5,0.5,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,0.75
CORRIDOR_TYPO1_076,TYPO1,0.0,0.06999999999999995,0.025000000000000022,0.033333333333333326,0.03749999999999998,0.06999999999999995,0.025000000000000022,0.033333333333333326,0.03749999999999998,0.0,0.4666666666666666,0.16666666666666666,0.22222222222222224,0.25,0.4666666666666666,0.16666666666666666,0.22222222222222224,0.25
CORRIDOR_NORTHEAST_SHIFT+1_058,NORTHEAST,0.10000000000000009,0.125,0.125,0.1333333333333333,0.13749999999999996,0.02499999999999991,0.02499999999999991,0.033333333333333215,0.03749999999999987,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.888888888888889,0.9166666666666666,0.16666666666666674,0.16666666666666674,0.22222222222222232,0.25
CORRIDOR_SHIFT-1_024,SHIFT-1,0.0,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.0,0.5,0.5,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,0.75
CORRIDOR_TYPO1_077,TYPO1,0.050000000000000044,0.12000000000000001,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.06999999999999997,0.0,0.0,0.0,0.3333333333333333,0.7999999999999999,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4666666666666666,0.0,0.0,0.0
CORRIDOR_NORTHEAST_SHIFT+2_063,NORTHEAST,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.1166666666666667,0.125,0.0,0.0,0.016666666666666607,0.02499999999999991,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
CORRIDOR_SHIFT-3_010,SHIFT-3,0.0,0.0,0.0,0.0,0.03749999999999998,0.0,0.0,0.0,0.03749999999999998,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
CORRIDOR_SHIFT+1_025,SHIFT+1,0.0,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.07499999999999996,0.07499999999999996,0.09999999999999998,0.11249999999999993,0.0,0.5,0.5,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,0.75
CORRIDOR_COMBO_SHIFT-1_TYPO_089,COMBO,0.050000000000000044,0.08499999999999996,0.07499999999999996,0.08333333333333337,0.08750000000000002,0.03499999999999992,0.02499999999999991,0.033333333333333326,0.03749999999999998,0.3333333333333333,0.5666666666666667,0.5,0.5555555555555556,0.5833333333333334,0.23333333333333334,0.16666666666666669,0.22222222222222227,0.25000000000000006
CORRIDOR_SHIFT-3_013,SHIFT-3,0.0,0.0,0.0,0.0,0.03749999999999998,0.0,0.0,0.0,0.03749999999999998,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
CORRIDOR_EAST_SHIFT+1_047,EAST,0.09999999999999998,0.11,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.010000000000000023,0.0,0.0,0.0,0.6666666666666666,0.7333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06666666666666676,0.0,0.0,0.0
CORRIDOR_BERLINCLOCK_SHIFT-2_065,BERLINCLOCK,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.11666666666666671,0.125,0.0,0.0,0.016666666666666732,0.025000000000000036,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.0,0.0,0.11111111111111116,0.16666666666666674
